application,year,value,country,program_type,program_name,unit,currency
Launch vehicles,2010,32.52786257772716,Spain,Civil,ESA,million,USD
Space security,2010,7.085670390506526,Spain,Civil,ESA,million,USD
Internal operations,2011,30.30492594059957,Spain,Civil,ESA,million,USD
Telecommunications,2011,47.5425902370874,Spain,Civil,ESA,million,USD
Navigation,2011,3.614348965392609,Spain,Civil,ESA,million,USD
Earth Observation,2011,42.67712047598196,Spain,Civil,ESA,million,USD
Meteorology,2011,6.811657665547609,Spain,Civil,ESA,million,USD
Space Science and exploration,2011,66.17038875103391,Spain,Civil,ESA,million,USD
Technology,2011,34.05828832773805,Spain,Civil,ESA,million,USD
Human Spaceflight,2011,9.591926100465,Spain,Civil,ESA,million,USD
Launch vehicles,2011,31.83407357980413,Spain,Civil,ESA,million,USD
Space security,2011,8.062778461260434,Spain,Civil,ESA,million,USD
Internal operations,2012,30.99085949525501,Spain,Civil,ESA,million,USD
Telecommunications,2012,24.79782704222312,Spain,Civil,ESA,million,USD
Navigation,2012,2.736755005177991,Spain,Civil,ESA,million,USD
Earth Observation,2012,42.06636566644482,Spain,Civil,ESA,million,USD
Meteorology,2012,16.39483280097238,Spain,Civil,ESA,million,USD
Space Science and exploration,2012,63.78052509719977,Spain,Civil,ESA,million,USD
Technology,2012,12.81006920264065,Spain,Civil,ESA,million,USD
Human Spaceflight,2012,12.63018859197167,Spain,Civil,ESA,million,USD
Launch vehicles,2012,24.51515751117187,Spain,Civil,ESA,million,USD
Space security,2012,5.704785081216096,Spain,Civil,ESA,million,USD
Internal operations,2013,32.50309695562292,Spain,Civil,ESA,million,USD
Telecommunications,2013,17.20752191768272,Spain,Civil,ESA,million,USD
Navigation,2013,0.07966445332260517,Spain,Civil,ESA,million,USD
Earth Observation,2013,40.49609710565763,Spain,Civil,ESA,million,USD
Meteorology,2013,11.16630087405183,Spain,Civil,ESA,million,USD
Space Science and exploration,2013,68.57781690187596,Spain,Civil,ESA,million,USD
Technology,2013,6.75820112353434,Spain,Civil,ESA,million,USD
Human Spaceflight,2013,9.812005167567538,Spain,Civil,ESA,million,USD
Launch vehicles,2013,11.75050686508426,Spain,Civil,ESA,million,USD
Space security,2013,0.3319352221775216,Spain,Civil,ESA,million,USD
Internal operations,2014,32.59783662871767,Spain,Civil,ESA,million,USD
Telecommunications,2014,8.756439631645772,Spain,Civil,ESA,million,USD
Navigation,2014,0.2918813210548591,Spain,Civil,ESA,million,USD
Earth Observation,2014,7.827726337380312,Spain,Civil,ESA,million,USD
Meteorology,2014,7.562379681875894,Spain,Civil,ESA,million,USD
Space Science and exploration,2014,63.01983068229912,Spain,Civil,ESA,million,USD
Technology,2014,54.52873770615776,Spain,Civil,ESA,million,USD
Human Spaceflight,2014,6.766339715362641,Spain,Civil,ESA,million,USD
Launch vehicles,2014,3.250496529929113,Spain,Civil,ESA,million,USD
Space security,2014,0.005306933110088347,Spain,Civil,ESA,million,USD
Internal operations,2015,25.64495003099842,Spain,Civil,ESA,million,USD
Telecommunications,2015,6.082121955195922,Spain,Civil,ESA,million,USD
Navigation,2015,0.1308698743094673,Spain,Civil,ESA,million,USD
Earth Observation,2015,9.434830684327444,Spain,Civil,ESA,million,USD
Meteorology,2015,21.60683806183934,Spain,Civil,ESA,million,USD
Space Science and exploration,2015,51.3009907293112,Spain,Civil,ESA,million,USD
Technology,2015,8.193785011850379,Spain,Civil,ESA,million,USD
Human Spaceflight,2015,1.907594778070202,Spain,Civil,ESA,million,USD
Launch vehicles,2015,21.72661726883445,Spain,Civil,ESA,million,USD
Internal operations,2016,25.50122506318892,Spain,Civil,ESA,million,USD
Telecommunications,2016,9.020668447571166,Spain,Civil,ESA,million,USD
Navigation,2016,0.07079371926971854,Spain,Civil,ESA,million,USD
Earth Observation,2016,16.34449993639627,Spain,Civil,ESA,million,USD
Meteorology,2016,17.16858307477034,Spain,Civil,ESA,million,USD
Space Science and exploration,2016,52.34421233691173,Spain,Civil,ESA,million,USD
Technology,2016,2.559635412345761,Spain,Civil,ESA,million,USD
Human Spaceflight,2016,1.909218116555222,Spain,Civil,ESA,million,USD
Launch vehicles,2016,42.7693618056823,Spain,Civil,ESA,million,USD
Space security,2016,0.4402484417085622,Spain,Civil,ESA,million,USD
Internal operations,2017,26.1438792333082,Spain,Civil,ESA,million,USD
Telecommunications,2017,7.324793750711351,Spain,Civil,ESA,million,USD
Navigation,2017,0.6761348077579707,Spain,Civil,ESA,million,USD
Earth Observation,2017,13.18462875128043,Spain,Civil,ESA,million,USD
Meteorology,2017,10.36740038562222,Spain,Civil,ESA,million,USD
Space Science and exploration,2017,53.41464981287969,Spain,Civil,ESA,million,USD
Technology,2017,1.803026154021256,Spain,Civil,ESA,million,USD
Human Spaceflight,2017,3.155295769537197,Spain,Civil,ESA,million,USD
Launch vehicles,2017,53.75271721675868,Spain,Civil,ESA,million,USD
Space security,2017,0.3380674038789854,Spain,Civil,ESA,million,USD
Internal operations,2018,23.55197413976521,Spain,Civil,ESA,million,USD
Telecommunications,2018,10.99832754639979,Spain,Civil,ESA,million,USD
Navigation,2018,1.666413264606029,Spain,Civil,ESA,million,USD
Earth Observation,2018,24.66291631616922,Spain,Civil,ESA,million,USD
Meteorology,2018,16.55303842841989,Spain,Civil,ESA,million,USD
Space Science and exploration,2018,57.10242786716658,Spain,Civil,ESA,million,USD
Technology,2018,7.332218364266526,Spain,Civil,ESA,million,USD
Human Spaceflight,2018,7.110029928985723,Spain,Civil,ESA,million,USD
Launch vehicles,2018,77.54376391300052,Spain,Civil,ESA,million,USD
Space security,2018,1.110942176404019,Spain,Civil,ESA,million,USD
Internal operations,2002,77.42169770827411,Switzerland,Civil,ESA,million,USD
Internal operations,2003,9.579319363368832,Switzerland,Civil,ESA,million,USD
Telecommunications,2003,5.346596853973301,Switzerland,Civil,ESA,million,USD
Navigation,2003,1.262390923854807,Switzerland,Civil,ESA,million,USD
Earth Observation,2003,17.89624780288285,Switzerland,Civil,ESA,million,USD
Space Science and exploration,2003,14.18333332095695,Switzerland,Civil,ESA,million,USD
Technology,2003,8.762478177345132,Switzerland,Civil,ESA,million,USD
Human Spaceflight,2003,24.57949387034948,Switzerland,Civil,ESA,million,USD
Launch vehicles,2003,8.613961598068096,Switzerland,Civil,ESA,million,USD
Internal operations,2004,10.04438789799083,Switzerland,Civil,ESA,million,USD
Telecommunications,2004,9.746993003596312,Switzerland,Civil,ESA,million,USD
Navigation,2004,5.102344428289275,Switzerland,Civil,ESA,million,USD
Earth Observation,2004,17.08528443613811,Switzerland,Civil,ESA,million,USD
Meteorology,2004,1.186144441799572,Switzerland,Civil,ESA,million,USD
Space Science and exploration,2004,16.1332243931625,Switzerland,Civil,ESA,million,USD
Technology,2004,14.097956085102,Switzerland,Civil,ESA,million,USD
Human Spaceflight,2004,22.338310698225,Switzerland,Civil,ESA,million,USD
Launch vehicles,2004,19.71854063446927,Switzerland,Civil,ESA,million,USD
Internal operations,2005,10.29530264942253,Switzerland,Civil,ESA,million,USD
Telecommunications,2005,8.69422834368126,Switzerland,Civil,ESA,million,USD
Navigation,2005,4.598090057799012,Switzerland,Civil,ESA,million,USD
Earth Observation,2005,18.84442449724015,Switzerland,Civil,ESA,million,USD
Space Science and exploration,2005,17.40363016663494,Switzerland,Civil,ESA,million,USD
Technology,2005,8.020106187875298,Switzerland,Civil,ESA,million,USD
Human Spaceflight,2005,22.37609592853065,Switzerland,Civil,ESA,million,USD
Launch vehicles,2005,19.30346140339887,Switzerland,Civil,ESA,million,USD
Internal operations,2006,11.75766531487595,Switzerland,Civil,ESA,million,USD
Telecommunications,2006,11.01168869084885,Switzerland,Civil,ESA,million,USD
Navigation,2006,4.046119513447856,Switzerland,Civil,ESA,million,USD
Earth Observation,2006,20.09631730902513,Switzerland,Civil,ESA,million,USD
Meteorology,2006,0.9321690816154814,Switzerland,Civil,ESA,million,USD
Space Science and exploration,2006,20.07141244956506,Switzerland,Civil,ESA,million,USD
Technology,2006,1.254463278097816,Switzerland,Civil,ESA,million,USD
Human Spaceflight,2006,17.56248589336943,Switzerland,Civil,ESA,million,USD
Launch vehicles,2006,16.97015467718047,Switzerland,Civil,ESA,million,USD
Internal operations,2007,12.79728968806181,Switzerland,Civil,ESA,million,USD
Telecommunications,2007,13.62303804472969,Switzerland,Civil,ESA,million,USD
Navigation,2007,12.25082192631247,Switzerland,Civil,ESA,million,USD
Earth Observation,2007,22.59043471549511,Switzerland,Civil,ESA,million,USD
Meteorology,2007,0.2390658752413847,Switzerland,Civil,ESA,million,USD
Space Science and exploration,2007,20.52748911581967,Switzerland,Civil,ESA,million,USD
Technology,2007,12.4533433969306,Switzerland,Civil,ESA,million,USD
Human Spaceflight,2007,15.05349201826776,Switzerland,Civil,ESA,million,USD
Launch vehicles,2007,16.30086405338038,Switzerland,Civil,ESA,million,USD
Internal operations,2008,13.65604985236684,Switzerland,Civil,ESA,million,USD
Telecommunications,2008,11.51270206981876,Switzerland,Civil,ESA,million,USD
Navigation,2008,7.923421130838618,Switzerland,Civil,ESA,million,USD
Earth Observation,2008,19.13241049774257,Switzerland,Civil,ESA,million,USD
Space Science and exploration,2008,23.43812610217064,Switzerland,Civil,ESA,million,USD
Technology,2008,16.84615313593515,Switzerland,Civil,ESA,million,USD
Human Spaceflight,2008,11.71906305108532,Switzerland,Civil,ESA,million,USD
Launch vehicles,2008,21.59998520307638,Switzerland,Civil,ESA,million,USD
Internal operations,2009,13.50245648086371,Switzerland,Civil,ESA,million,USD
Telecommunications,2009,8.908837265724511,Switzerland,Civil,ESA,million,USD
Navigation,2009,7.795232607508947,Switzerland,Civil,ESA,million,USD
Earth Observation,2009,20.04488384788015,Switzerland,Civil,ESA,million,USD
Meteorology,2009,0.6960029113847274,Switzerland,Civil,ESA,million,USD
Space Science and exploration,2009,30.9025292654819,Switzerland,Civil,ESA,million,USD
Technology,2009,19.62728210104931,Switzerland,Civil,ESA,million,USD
Human Spaceflight,2009,18.93127918966459,Switzerland,Civil,ESA,million,USD
Launch vehicles,2009,13.36325589858676,Switzerland,Civil,ESA,million,USD
Space security,2009,0.5568023291077819,Switzerland,Civil,ESA,million,USD
Internal operations,2010,12.71488798175483,Switzerland,Civil,ESA,million,USD
Telecommunications,2010,18.84018310375048,Switzerland,Civil,ESA,million,USD
Navigation,2010,3.017078863195724,Switzerland,Civil,ESA,million,USD
Earth Observation,2010,17.10999754196447,Switzerland,Civil,ESA,million,USD
Meteorology,2010,0.900201196752152,Switzerland,Civil,ESA,million,USD
Space Science and exploration,2010,22.63187344170999,Switzerland,Civil,ESA,million,USD
Technology,2010,14.72718538391763,Switzerland,Civil,ESA,million,USD
Human Spaceflight,2010,16.20982818777531,Switzerland,Civil,ESA,million,USD
Launch vehicles,2010,14.43924900806017,Switzerland,Civil,ESA,million,USD
Space security,2010,0.1326773458010597,Switzerland,Civil,ESA,million,USD
Internal operations,2011,13.4567374065641,Switzerland,Civil,ESA,million,USD
Telecommunications,2011,22.36029714810786,Switzerland,Civil,ESA,million,USD
Navigation,2011,1.569582294531115,Switzerland,Civil,ESA,million,USD
Earth Observation,2011,12.37608694183383,Switzerland,Civil,ESA,million,USD
Meteorology,2011,0.8667427891924031,Switzerland,Civil,ESA,million,USD
Space Science and exploration,2011,24.96052551568507,Switzerland,Civil,ESA,million,USD
Technology,2011,14.7471285141919,Switzerland,Civil,ESA,million,USD
Human Spaceflight,2011,22.94923776127706,Switzerland,Civil,ESA,million,USD
Launch vehicles,2011,19.35447760353677,Switzerland,Civil,ESA,million,USD
Space security,2011,1.015366953364818,Switzerland,Civil,ESA,million,USD
Internal operations,2012,12.05096812998836,Switzerland,Civil,ESA,million,USD
Telecommunications,2012,18.98294094812325,Switzerland,Civil,ESA,million,USD
Navigation,2012,3.519309276899254,Switzerland,Civil,ESA,million,USD
Earth Observation,2012,15.99686034954206,Switzerland,Civil,ESA,million,USD
Meteorology,2012,3.519309276899254,Switzerland,Civil,ESA,million,USD
Space Science and exploration,2012,33.16682379138388,Switzerland,Civil,ESA,million,USD
Technology,2012,16.53008902786013,Switzerland,Civil,ESA,million,USD
Human Spaceflight,2012,13.22407122228811,Switzerland,Civil,ESA,million,USD
Launch vehicles,2012,18.12977506281434,Switzerland,Civil,ESA,million,USD
Space security,2012,1.066457356636137,Switzerland,Civil,ESA,million,USD
Internal operations,2013,12.94632453846353,Switzerland,Civil,ESA,million,USD
Telecommunications,2013,19.85103095897741,Switzerland,Civil,ESA,million,USD
Navigation,2013,1.402518491666882,Switzerland,Civil,ESA,million,USD
Earth Observation,2013,24.81378869872177,Switzerland,Civil,ESA,million,USD
Meteorology,2013,1.618290567307941,Switzerland,Civil,ESA,million,USD
Space Science and exploration,2013,29.45288832500453,Switzerland,Civil,ESA,million,USD
Technology,2013,12.29900831154036,Switzerland,Civil,ESA,million,USD
Human Spaceflight,2013,10.57283170641188,Switzerland,Civil,ESA,million,USD
Launch vehicles,2013,30.10020455192771,Switzerland,Civil,ESA,million,USD
Space security,2013,0.4315441512821177,Switzerland,Civil,ESA,million,USD
Internal operations,2014,12.69332238899483,Switzerland,Civil,ESA,million,USD
Telecommunications,2014,26.64953703046768,Switzerland,Civil,ESA,million,USD
Navigation,2014,2.563987814235863,Switzerland,Civil,ESA,million,USD
Earth Observation,2014,31.14770381738381,Switzerland,Civil,ESA,million,USD
Meteorology,2014,6.46072536077568,Switzerland,Civil,ESA,million,USD
Space Science and exploration,2014,27.6668365804327,Switzerland,Civil,ESA,million,USD
Technology,2014,20.23902173331689,Switzerland,Civil,ESA,million,USD
Human Spaceflight,2014,13.2587313663359,Switzerland,Civil,ESA,million,USD
Launch vehicles,2014,26.69538100160345,Switzerland,Civil,ESA,million,USD
Space security,2014,0.3340060754176986,Switzerland,Civil,ESA,million,USD
Internal operations,2015,13.75754508869148,Switzerland,Civil,ESA,million,USD
Telecommunications,2015,18.19445728874531,Switzerland,Civil,ESA,million,USD
Navigation,2015,1.381989045918405,Switzerland,Civil,ESA,million,USD
Earth Observation,2015,21.25977133796282,Switzerland,Civil,ESA,million,USD
Meteorology,2015,6.754081803360623,Switzerland,Civil,ESA,million,USD
Space Science and exploration,2015,29.85304157085395,Switzerland,Civil,ESA,million,USD
Technology,2015,23.69124078717265,Switzerland,Civil,ESA,million,USD
Human Spaceflight,2015,11.27412116407119,Switzerland,Civil,ESA,million,USD
Launch vehicles,2015,23.44185930520241,Switzerland,Civil,ESA,million,USD
Space security,2015,0.4052449082016374,Switzerland,Civil,ESA,million,USD
Internal operations,2016,13.65951081496336,Switzerland,Civil,ESA,million,USD
Telecommunications,2016,13.16224779123884,Switzerland,Civil,ESA,million,USD
Navigation,2016,0.720523973151856,Switzerland,Civil,ESA,million,USD
Earth Observation,2016,16.28790108322153,Switzerland,Civil,ESA,million,USD
Meteorology,2016,9.488590350661765,Switzerland,Civil,ESA,million,USD
Space Science and exploration,2016,28.96303407570982,Switzerland,Civil,ESA,million,USD
Technology,2016,25.28937663513275,Switzerland,Civil,ESA,million,USD
Human Spaceflight,2016,11.25438149613251,Switzerland,Civil,ESA,million,USD
Launch vehicles,2016,42.79506471523066,Switzerland,Civil,ESA,million,USD
Space security,2016,0.3551878740889431,Switzerland,Civil,ESA,million,USD
Internal operations,2017,13.98472160712736,Switzerland,Civil,ESA,million,USD
Telecommunications,2017,18.77288293740006,Switzerland,Civil,ESA,million,USD
Navigation,2017,1.006313972213113,Switzerland,Civil,ESA,million,USD
Earth Observation,2017,12.95812359068151,Switzerland,Civil,ESA,million,USD
Meteorology,2017,5.303150675515018,Switzerland,Civil,ESA,million,USD
Space Science and exploration,2017,39.13130199899256,Switzerland,Civil,ESA,million,USD
Technology,2017,22.42513779063936,Switzerland,Civil,ESA,million,USD
Human Spaceflight,2017,11.48414970976913,Switzerland,Civil,ESA,million,USD
Launch vehicles,2017,37.83425005944352,Switzerland,Civil,ESA,million,USD
Space security,2017,0.5611918904391158,Switzerland,Civil,ESA,million,USD
Internal operations,2018,14.67212532834797,Switzerland,Civil,ESA,million,USD
Telecommunications,2018,10.65588457026562,Switzerland,Civil,ESA,million,USD
Navigation,2018,0.7730474635366134,Switzerland,Civil,ESA,million,USD
Earth Observation,2018,18.23310198253995,Switzerland,Civil,ESA,million,USD
Meteorology,2018,10.5274189567916,Switzerland,Civil,ESA,million,USD
Space Science and exploration,2018,37.16487659976313,Switzerland,Civil,ESA,million,USD
Technology,2018,31.65437791653567,Switzerland,Civil,ESA,million,USD
Human Spaceflight,2018,6.721906880460493,Switzerland,Civil,ESA,million,USD
Launch vehicles,2018,36.66566373336849,Switzerland,Civil,ESA,million,USD
Space security,2018,1.263245199161142,Switzerland,Civil,ESA,million,USD
Internal operations,1999,7.312649020572866,Sweden,Civil,ESA,million,USD
Telecommunications,1999,2.94231731407793,Sweden,Civil,ESA,million,USD
Navigation,1999,2.187596516043071,Sweden,Civil,ESA,million,USD
Earth Observation,1999,17.2479831976018,Sweden,Civil,ESA,million,USD
Space Science and exploration,1999,12.2554018154324,Sweden,Civil,ESA,million,USD
